"STATISTIC Label","Year","Type of Cattle","Region and County","UNIT","VALUE"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Clare","000 Head","32.4"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Limerick","000 Head","54.8"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Tipperary","000 Head","93.4"
"Number of Cattle in June","2016","Cattle female: 1-2 years","South-East","000 Head","142.6"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Carlow","000 Head","15.3"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Kilkenny","000 Head","48.5"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Wexford","000 Head","43.3"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Waterford","000 Head","35.6"
"Number of Cattle in June","2016","Cattle female: 1-2 years","South-West","000 Head","190.2"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Cork","000 Head","146.3"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Kerry","000 Head","43.9"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Eastern and Midland","000 Head","228.9"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Dublin","000 Head","3.8"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Dublin and Mid-East","000 Head","103.3"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Kildare","000 Head","20.4"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Louth","000 Head","13.9"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Meath","000 Head","47.6"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Wicklow","000 Head","17.7"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Midland","000 Head","125.5"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Laois","000 Head","33.9"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Longford","000 Head","15.9"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Offaly","000 Head","40.4"
"Number of Cattle in June","2016","Cattle female: 1-2 years","Westmeath","000 Head","35.2"
"Number of Cattle in June","2016","Cattle: under 1 year","State","000 Head","2125.9"
"Number of Cattle in June","2016","Cattle: under 1 year","Northern and Western","000 Head","538.8"
"Number of Cattle in June","2016","Cattle: under 1 year","Border","000 Head","250.5"
"Number of Cattle in June","2016","Cattle: under 1 year","Leitrim","000 Head","22.1"
"Number of Cattle in June","2016","Cattle: under 1 year","Sligo","000 Head","36.8"
"Number of Cattle in June","2016","Cattle: under 1 year","Cavan","000 Head","70.4"
"Number of Cattle in June","2016","Cattle: under 1 year","Donegal","000 Head","60.1"
"Number of Cattle in June","2016","Cattle: under 1 year","Monaghan","000 Head","61.1"
"Number of Cattle in June","2016","Cattle: under 1 year","West","000 Head","288.2"
"Number of Cattle in June","2016","Cattle: under 1 year","Galway","000 Head","134.4"
"Number of Cattle in June","2016","Cattle: under 1 year","Mayo","000 Head","88.4"
"Number of Cattle in June","2016","Cattle: under 1 year","Roscommon","000 Head","65.5"
"Number of Cattle in June","2016","Cattle: under 1 year","Southern","000 Head","1151.7"
"Number of Cattle in June","2016","Cattle: under 1 year","Mid-West","000 Head","425.8"
"Number of Cattle in June","2016","Cattle: under 1 year","Clare","000 Head","92.4"
"Number of Cattle in June","2016","Cattle: under 1 year","Limerick","000 Head","125.9"
"Number of Cattle in June","2016","Cattle: under 1 year","Tipperary","000 Head","207.5"
"Number of Cattle in June","2016","Cattle: under 1 year","South-East","000 Head","306.7"
"Number of Cattle in June","2016","Cattle: under 1 year","Carlow","000 Head","32.3"
"Number of Cattle in June","2016","Cattle: under 1 year","Kilkenny","000 Head","108.3"
"Number of Cattle in June","2016","Cattle: under 1 year","Wexford","000 Head","87.5"
"Number of Cattle in June","2016","Cattle: under 1 year","Waterford","000 Head","78.5"
"Number of Cattle in June","2016","Cattle: under 1 year","South-West","000 Head","419.2"
"Number of Cattle in June","2016","Cattle: under 1 year","Cork","000 Head","316.7"
"Number of Cattle in June","2016","Cattle: under 1 year","Kerry","000 Head","102.5"
"Number of Cattle in June","2016","Cattle: under 1 year","Eastern and Midland","000 Head","435.5"
"Number of Cattle in June","2016","Cattle: under 1 year","Dublin","000 Head","5.8"
"Number of Cattle in June","2016","Cattle: under 1 year","Dublin and Mid-East","000 Head","189.2"
"Number of Cattle in June","2016","Cattle: under 1 year","Kildare","000 Head","37.8"
"Number of Cattle in June","2016","Cattle: under 1 year","Louth","000 Head","23"
"Number of Cattle in June","2016","Cattle: under 1 year","Meath","000 Head","83"
"Number of Cattle in June","2016","Cattle: under 1 year","Wicklow","000 Head","39.7"
"Number of Cattle in June","2016","Cattle: under 1 year","Midland","000 Head","246.3"
"Number of Cattle in June","2016","Cattle: under 1 year","Laois","000 Head","74.7"
"Number of Cattle in June","2016","Cattle: under 1 year","Longford","000 Head","33.9"
"Number of Cattle in June","2016","Cattle: under 1 year","Offaly","000 Head","73.3"
"Number of Cattle in June","2016","Cattle: under 1 year","Westmeath","000 Head","64.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","State","000 Head","1045.6"
"Number of Cattle in June","2016","Cattle male: under 1 year","Northern and Western","000 Head","267.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Border","000 Head","123.5"
"Number of Cattle in June","2016","Cattle male: under 1 year","Leitrim","000 Head","10.7"
"Number of Cattle in June","2016","Cattle male: under 1 year","Sligo","000 Head","17.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","Cavan","000 Head","33.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Donegal","000 Head","31.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Monaghan","000 Head","29.2"
"Number of Cattle in June","2016","Cattle male: under 1 year","West","000 Head","144.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Galway","000 Head","67.2"
"Number of Cattle in June","2016","Cattle male: under 1 year","Mayo","000 Head","43.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","Roscommon","000 Head","33.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Southern","000 Head","559"
"Number of Cattle in June","2016","Cattle male: under 1 year","Mid-West","000 Head","216.7"
"Number of Cattle in June","2016","Cattle male: under 1 year","Clare","000 Head","45.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Limerick","000 Head","62.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Tipperary","000 Head","108.5"
"Number of Cattle in June","2016","Cattle male: under 1 year","South-East","000 Head","151.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Carlow","000 Head","16.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","Kilkenny","000 Head","56"
"Number of Cattle in June","2016","Cattle male: under 1 year","Wexford","000 Head","42.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Waterford","000 Head","36.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","South-West","000 Head","190.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Cork","000 Head","145.2"
"Number of Cattle in June","2016","Cattle male: under 1 year","Kerry","000 Head","45.2"
"Number of Cattle in June","2016","Cattle male: under 1 year","Eastern and Midland","000 Head","218.7"
"Number of Cattle in June","2016","Cattle male: under 1 year","Dublin","000 Head","2.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","Dublin and Mid-East","000 Head","93.3"
"Number of Cattle in June","2016","Cattle male: under 1 year","Kildare","000 Head","20"
"Number of Cattle in June","2016","Cattle male: under 1 year","Louth","000 Head","10.7"
"Number of Cattle in June","2016","Cattle male: under 1 year","Meath","000 Head","40.8"
"Number of Cattle in June","2016","Cattle male: under 1 year","Wicklow","000 Head","19.1"
"Number of Cattle in June","2016","Cattle male: under 1 year","Midland","000 Head","125.4"
"Number of Cattle in June","2016","Cattle male: under 1 year","Laois","000 Head","39.7"
"Number of Cattle in June","2016","Cattle male: under 1 year","Longford","000 Head","16.9"
"Number of Cattle in June","2016","Cattle male: under 1 year","Offaly","000 Head","38"
"Number of Cattle in June","2016","Cattle male: under 1 year","Westmeath","000 Head","30.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","State","000 Head","1080.3"
"Number of Cattle in June","2016","Cattle female: under 1 year","Northern and Western","000 Head","270.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Border","000 Head","127"
"Number of Cattle in June","2016","Cattle female: under 1 year","Leitrim","000 Head","11.5"
"Number of Cattle in June","2016","Cattle female: under 1 year","Sligo","000 Head","19"
"Number of Cattle in June","2016","Cattle female: under 1 year","Cavan","000 Head","36.4"
"Number of Cattle in June","2016","Cattle female: under 1 year","Donegal","000 Head","28.2"
"Number of Cattle in June","2016","Cattle female: under 1 year","Monaghan","000 Head","31.9"
"Number of Cattle in June","2016","Cattle female: under 1 year","West","000 Head","143.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Galway","000 Head","67.2"
"Number of Cattle in June","2016","Cattle female: under 1 year","Mayo","000 Head","44.5"
"Number of Cattle in June","2016","Cattle female: under 1 year","Roscommon","000 Head","32"
"Number of Cattle in June","2016","Cattle female: under 1 year","Southern","000 Head","592.7"
"Number of Cattle in June","2016","Cattle female: under 1 year","Mid-West","000 Head","209.1"
"Number of Cattle in June","2016","Cattle female: under 1 year","Clare","000 Head","46.5"
"Number of Cattle in June","2016","Cattle female: under 1 year","Limerick","000 Head","63.6"
"Number of Cattle in June","2016","Cattle female: under 1 year","Tipperary","000 Head","99"
"Number of Cattle in June","2016","Cattle female: under 1 year","South-East","000 Head","154.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Carlow","000 Head","15.6"
"Number of Cattle in June","2016","Cattle female: under 1 year","Kilkenny","000 Head","52.3"
"Number of Cattle in June","2016","Cattle female: under 1 year","Wexford","000 Head","45.1"
"Number of Cattle in June","2016","Cattle female: under 1 year","Waterford","000 Head","41.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","South-West","000 Head","228.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Cork","000 Head","171.5"
"Number of Cattle in June","2016","Cattle female: under 1 year","Kerry","000 Head","57.3"
"Number of Cattle in June","2016","Cattle female: under 1 year","Eastern and Midland","000 Head","216.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Dublin","000 Head","3"
"Number of Cattle in June","2016","Cattle female: under 1 year","Dublin and Mid-East","000 Head","95.9"
"Number of Cattle in June","2016","Cattle female: under 1 year","Kildare","000 Head","17.8"
"Number of Cattle in June","2016","Cattle female: under 1 year","Louth","000 Head","12.2"
"Number of Cattle in June","2016","Cattle female: under 1 year","Meath","000 Head","42.2"
"Number of Cattle in June","2016","Cattle female: under 1 year","Wicklow","000 Head","20.6"
"Number of Cattle in June","2016","Cattle female: under 1 year","Midland","000 Head","120.9"
"Number of Cattle in June","2016","Cattle female: under 1 year","Laois","000 Head","35"
"Number of Cattle in June","2016","Cattle female: under 1 year","Longford","000 Head","17"
"Number of Cattle in June","2016","Cattle female: under 1 year","Offaly","000 Head","35.3"
"Number of Cattle in June","2016","Cattle female: under 1 year","Westmeath","000 Head","33.6"
"Number of Cattle in June","2016","Total cattle: male","State","000 Head","2334.5"
"Number of Cattle in June","2016","Total cattle: male","Northern and Western","000 Head","562.9"
"Number of Cattle in June","2016","Total cattle: male","Border","000 Head","248.5"
"Number of Cattle in June","2016","Total cattle: male","Leitrim","000 Head","15.8"
"Number of Cattle in June","2016","Total cattle: male","Sligo","000 Head","34.2"
"Number of Cattle in June","2016","Total cattle: male","Cavan","000 Head","65.1"
"Number of Cattle in June","2016","Total cattle: male","Donegal","000 Head","65.3"
"Number of Cattle in June","2016","Total cattle: male","Monaghan","000 Head","68"
"Number of Cattle in June","2016","Total cattle: male","West","000 Head","314.4"
"Number of Cattle in June","2016","Total cattle: male","Galway","000 Head","151.9"
"Number of Cattle in June","2016","Total cattle: male","Mayo","000 Head","88.5"
"Number of Cattle in June","2016","Total cattle: male","Roscommon","000 Head","74"
"Number of Cattle in June","2016","Total cattle: male","Southern","000 Head","1225.5"
"Number of Cattle in June","2016","Total cattle: male","Mid-West","000 Head","488.7"
"Number of Cattle in June","2016","Total cattle: male","Clare","000 Head","94.9"
"Number of Cattle in June","2016","Total cattle: male","Limerick","000 Head","141.5"
"Number of Cattle in June","2016","Total cattle: male","Tipperary","000 Head","252.3"
"Number of Cattle in June","2016","Total cattle: male","South-East","000 Head","342.9"
"Number of Cattle in June","2016","Total cattle: male","Carlow","000 Head","37"
"Number of Cattle in June","2016","Total cattle: male","Kilkenny","000 Head","132.4"
"Number of Cattle in June","2016","Total cattle: male","Wexford","000 Head","92.7"
"Number of Cattle in June","2016","Total cattle: male","Waterford","000 Head","80.7"
"Number of Cattle in June","2016","Total cattle: male","South-West","000 Head","393.9"
"Number of Cattle in June","2016","Total cattle: male","Cork","000 Head","308.4"
"Number of Cattle in June","2016","Total cattle: male","Kerry","000 Head","85.5"
"Number of Cattle in June","2016","Total cattle: male","Eastern and Midland","000 Head","546"
"Number of Cattle in June","2016","Total cattle: male","Dublin","000 Head","7"
"Number of Cattle in June","2016","Total cattle: male","Dublin and Mid-East","000 Head","241"
